Wooster 4 20211022 132356.248000 31 3000 90 unknown COL 1565 /Users/loggiasr/Projects/fmri/monkey_fmri/wooster_merridian_list_mgh4chan/Wooster_4_107_UC.dcm
Wooster 4 20211022 132356.248000 31 3000 90 unknown COL 1565 /Users/loggiasr/Projects/fmri/monkey_fmri/wooster_merridian_list_mgh4chan/Wooster_4_48_UC.dcm
Wooster 4 20211022 132356.248000 31 3000 90 unknown COL 1565 /Users/loggiasr/Projects/fmri/monkey_fmri/wooster_merridian_list_mgh4chan/Wooster_4_35_UC.dcm
Wooster 4 20211022 132356.248000 31 3000 90 unknown COL 1565 /Users/loggiasr/Projects/fmri/monkey_fmri/wooster_merridian_list_mgh4chan/Wooster_4_56_UC.dcm
Wooster 4 20211022 132356.248000 31 3000 90 unknown COL 1565 /Users/loggiasr/Projects/fmri/monkey_fmri/wooster_merridian_list_mgh4chan/Wooster_4_119_UC.dcm
Wooster 4 20211022 132356.248000 31 3000 90 unknown COL 1565 /Users/loggiasr/Projects/fmri/monkey_fmri/wooster_merridian_list_mgh4chan/Wooster_4_164_UC.dcm
Wooster 4 20211022 132356.248000 31 3000 90 unknown COL 1565 /Users/loggiasr/Projects/fmri/monkey_fmri/wooster_merridian_list_mgh4chan/Wooster_4_115_UC.dcm
Wooster 4 20211022 132356.248000 31 3000 90 unknown COL 1565 /Users/loggiasr/Projects/fmri/monkey_fmri/wooster_merridian_list_mgh4chan/Wooster_4_27_UC.dcm
Wooster 4 20211022 132356.248000 31 3000 90 unknown COL 1565 /Users/loggiasr/Projects/fmri/monkey_fmri/wooster_merridian_list_mgh4chan/Wooster_4_168_UC.dcm
Wooster 4 20211022 132356.248000 31 3000 90 unknown COL 1565 /Users/loggiasr/Projects/fmri/monkey_fmri/wooster_merridian_list_mgh4chan/Wooster_4_44_UC.dcm
Wooster 4 20211022 132356.248000 31 3000 90 unknown COL 1565 /Users/loggiasr/Projects/fmri/monkey_fmri/wooster_merridian_list_mgh4chan/Wooster_4_176_UC.dcm
Wooster 4 20211022 132356.248000 31 3000 90 unknown COL 1565 /Users/loggiasr/Projects/fmri/monkey_fmri/wooster_merridian_list_mgh4chan/Wooster_4_39_UC.dcm
Wooster 4 20211022 132356.248000 31 3000 90 unknown COL 1565 /Users/loggiasr/Projects/fmri/monkey_fmri/wooster_merridian_list_mgh4chan/Wooster_4_123_UC.dcm
Wooster 4 20211022 132356.248000 31 3000 90 unknown COL 1565 /Users/loggiasr/Projects/fmri/monkey_fmri/wooster_merridian_list_mgh4chan/Wooster_4_11_UC.dcm
Wooster 4 20211022 132356.248000 31 3000 90 unknown COL 1565 /Users/loggiasr/Projects/fmri/monkey_fmri/wooster_merridian_list_mgh4chan/Wooster_4_72_UC.dcm
Wooster 4 20211022 132356.248000 31 3000 90 unknown COL 1565 /Users/loggiasr/Projects/fmri/monkey_fmri/wooster_merridian_list_mgh4chan/Wooster_4_140_UC.dcm
